id,user_id,brand_id,order_id,type,title,message,read_at,channel,delivery_status,delivery_attempts,failed_reason,next_attempt_at,created_at,updated_at
cmp89ou9g000ph2ec0u1fkkwp,cmp89nrx8000dh2ecmsog1kfo,,,PASSWORD_RESET,Reset Your Password,Use this link to reset your Broady password: http://localhost:3000/reset-password?token=21512c8d65284f3842f5dcb8cdde0ec87405e30761282d1cd4249b27b8bbb703,2026-05-16 11:33:53.359,DASHBOARD,QUEUED,0,,,2026-05-16 11:32:53.428,2026-05-16 11:33:53.36
cmp19w6o2000lh2s43zibu6wr,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmp064r4y000ih2ekml0p1nff,ORDER_STATUS_UPDATED,Order Delivered,Sub-order cmp0...mpfj has been delivered.,2026-05-11 17:30:18.334,DASHBOARD,QUEUED,0,,,2026-05-11 14:04:12.866,2026-05-11 17:30:18.338
cmp1ha6vj0009h23s7w007wl1,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmoxj2999001ph2jcga8te4dh,ORDER_STATUS_UPDATED,Order Processing,Order cmox...e4dh is being processed.,2026-05-11 17:31:12.601,DASHBOARD,QUEUED,0,,,2026-05-11 17:31:03.631,2026-05-11 17:31:12.603
cmp1hae4i000ph23sv78bpvvx,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmoxj2999001ph2jcga8te4dh,ORDER_STATUS_UPDATED,Order Shipped,Your Outfitters item has been shipped.,2026-05-11 17:31:50.389,DASHBOARD,QUEUED,0,,,2026-05-11 17:31:13.027,2026-05-11 17:31:50.392
cmp1halfg0015h23sctmt5nkt,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmoxj2999001ph2jcga8te4dh,ORDER_STATUS_UPDATED,Out For Delivery,Your Outfitters item is out for delivery.,2026-05-11 17:31:50.389,DASHBOARD,QUEUED,0,,,2026-05-11 17:31:22.492,2026-05-11 17:31:50.392
cmp1hb3fw001rh23slefrvc6v,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmoxj2999001ph2jcga8te4dh,ORDER_STATUS_UPDATED,Delivery Failed,"You updated the status for order cmox...e4dh to Delivery Failed.
Delivery failed (Incorrect address). Please update the address before the order can be reattempted. Delivery failed (Incorrect address). Hold reattempts until the customer updates their address.",2026-05-11 17:31:50.389,DASHBOARD,QUEUED,0,,,2026-05-11 17:31:45.836,2026-05-11 17:31:50.392
cmp19w3v30007h2s4ybcqfdgd,cmowyd0wn0000h2sg5so2qm74,,cmp064r4y000ih2ekml0p1nff,ORDER_STATUS_UPDATED,Order Delivered,Your order cmp0...1nff has been fully delivered.,2026-05-11 17:34:32.988,DASHBOARD,QUEUED,0,,,2026-05-11 14:04:09.226,2026-05-11 17:34:32.99
cmp1ha4pv0001h23s9osp14tj,cmowyd0wn0000h2sg5so2qm74,,cmoxj2999001ph2jcga8te4dh,ORDER_STATUS_UPDATED,Order Processing,Order cmox...e4dh is being processed.,2026-05-11 17:34:32.988,DASHBOARD,QUEUED,0,,,2026-05-11 17:31:00.834,2026-05-11 17:34:32.99
cmp1hacm0000hh23sk8hjqvan,cmowyd0wn0000h2sg5so2qm74,,cmoxj2999001ph2jcga8te4dh,ORDER_STATUS_UPDATED,Order Shipped,Your Outfitters item has been shipped.,2026-05-11 17:34:32.988,DASHBOARD,QUEUED,0,,,2026-05-11 17:31:11.064,2026-05-11 17:34:32.99
cmp1hajmr000xh23snxqnw9cw,cmowyd0wn0000h2sg5so2qm74,,cmoxj2999001ph2jcga8te4dh,ORDER_STATUS_UPDATED,Out For Delivery,Your Outfitters item is out for delivery.,2026-05-11 17:34:32.988,DASHBOARD,QUEUED,0,,,2026-05-11 17:31:20.163,2026-05-11 17:34:32.99
cmp1hb03x001dh23s67d6mmfv,cmowyd0wn0000h2sg5so2qm74,,cmoxj2999001ph2jcga8te4dh,ORDER_STATUS_UPDATED,Delivery Failed,"Delivery unsuccessful for order cmox...e4dh.
Delivery failed (Incorrect address). Please update the address before the order can be reattempted. Delivery failed (Incorrect address). Hold reattempts until the customer updates their address.",2026-05-11 17:34:32.988,DASHBOARD,QUEUED,0,,,2026-05-11 17:31:41.518,2026-05-11 17:34:32.99
cmp1htn3y0007h2d88h3u9jin,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmoxj2999001ph2jcga8te4dh,ORDER_STATUS_UPDATED,Address Updated,Customer has updated the delivery address for Order cmoxj2999001ph2jcga8te4dh. New address: Gabeen jabba ok,2026-05-11 17:46:47.577,DASHBOARD,QUEUED,0,,,2026-05-11 17:46:11.134,2026-05-11 17:46:47.582
cmp1hux5a000nh2d837k2exb9,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmoxipjo4000jh2jcwn4cofjj,ORDER_STATUS_UPDATED,Order Processing,Order cmox...ofjj is being processed.,2026-05-11 17:47:33.171,DASHBOARD,QUEUED,0,,,2026-05-11 17:47:10.797,2026-05-11 17:47:33.172
cmp1hv3o0001bh2d83e2lldxk,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmoxipjo4000jh2jcwn4cofjj,ORDER_STATUS_UPDATED,Out For Delivery,Order cmox...ofjj is out for delivery.,2026-05-11 17:47:33.171,DASHBOARD,QUEUED,0,,,2026-05-11 17:47:19.249,2026-05-11 17:47:33.172
cmp1huul9000fh2d8yajqfeht,cmowyd0wn0000h2sg5so2qm74,,cmoxipjo4000jh2jcwn4cofjj,ORDER_STATUS_UPDATED,Order Processing,Order cmox...ofjj is being processed.,2026-05-11 17:48:18.577,DASHBOARD,QUEUED,0,,,2026-05-11 17:47:07.481,2026-05-11 17:48:18.579
cmp1huyu4000vh2d8k09lfyvm,cmowyd0wn0000h2sg5so2qm74,,cmoxipjo4000jh2jcwn4cofjj,ORDER_STATUS_UPDATED,Order Shipped,Order cmox...ofjj has been shipped.,2026-05-11 17:48:18.577,DASHBOARD,QUEUED,0,,,2026-05-11 17:47:12.988,2026-05-11 17:48:18.579
cmp1hv1n60013h2d8bljx96y1,cmowyd0wn0000h2sg5so2qm74,,cmoxipjo4000jh2jcwn4cofjj,ORDER_STATUS_UPDATED,Out For Delivery,Order cmox...ofjj is out for delivery.,2026-05-11 17:48:18.577,DASHBOARD,QUEUED,0,,,2026-05-11 17:47:16.626,2026-05-11 17:48:18.579
cmp1iksxm0002h2nwog196wzq,cmowyd0wn0000h2sg5so2qm74,,cmp1i1555002nh21w1rw8c1pd,ORDER_STATUS_UPDATED,Order Cancelled,Order cmp1...c1pd has been cancelled. Changed my mind,2026-05-11 18:07:20.755,DASHBOARD,QUEUED,0,,,2026-05-11 18:07:18.391,2026-05-11 18:07:20.758
cmp1iksxm0003h2nwgvyh19nc,cmowyd0wn0000h2sg5so2qm74,,cmp1i1555002nh21w1rw8c1pd,ORDER_STATUS_UPDATED,Order Cancelled,Sub-order cmp1...48og has been cancelled. Changed my mind,2026-05-11 18:07:20.755,DASHBOARD,QUEUED,0,,,2026-05-11 18:07:18.392,2026-05-11 18:07:20.758
cmp1ilg3t0002h26gw9sjci0j,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmp1i1555002nh21w1rw8c1pd,ORDER_STATUS_UPDATED,Order Cancelled,Order cmp1...c1pd for Outfitters has been cancelled. Changed my mind,2026-05-11 18:28:49.913,DASHBOARD,QUEUED,0,,,2026-05-11 18:07:48.423,2026-05-11 18:28:49.927
cmp1ilj4h000hh2nwiod31vo4,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmp1i1555002nh21w1rw8c1pd,ORDER_STATUS_UPDATED,Order Cancelled,Sub-order cmp1...48og for Outfitters has been cancelled. Changed my mind,2026-05-11 18:28:49.913,DASHBOARD,QUEUED,0,,,2026-05-11 18:07:52.338,2026-05-11 18:28:49.927
cmp1knele001mh20s7j7an5jv,cmp1knebq001ih20sjqrvvums,,,ORDER_STATUS_UPDATED,Verify Your Account,Welcome to Broady. Verify your account using this link: http://localhost:3000/account/verify-email?token=fcc31669ca5be04513dcfd19e9aed5b85c8e59c0a9df940b603ac71bff8e6185,2026-05-11 19:05:58.569,DASHBOARD,QUEUED,0,,,2026-05-11 19:05:19.007,2026-05-11 19:05:58.572
cmp89r40r001lh2ecqskin1od,cmp89nrx8000dh2ecmsog1kfo,,cmp89r3qd0014h2ecxv0ixufs,ORDER_PLACED,Order Placed,Your Outfitters order cmp8...xufs has been placed.,,DASHBOARD,QUEUED,0,,,2026-05-16 11:34:39.387,2026-05-16 11:34:39.387
cmp89r5o1001zh2eck7sais08,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmp89r3qd0014h2ecxv0ixufs,ORDER_STATUS_UPDATED,Order Confirmed,Order cmp8...xufs has been confirmed.,,DASHBOARD,QUEUED,0,,,2026-05-16 11:34:41.52,2026-05-16 11:34:41.52
cmp4fvpam001fh26w443mx6u9,cmp1knebq001ih20sjqrvvums,,cmp4fvech000ch26wylzjkup3,ORDER_PLACED,Order Placed,New order cmp4...kup3 placed for Outfitters.,,DASHBOARD,QUEUED,0,,,2026-05-13 19:15:06.574,2026-05-13 19:15:06.574
cmp4fvpm4001lh26w5tye0dzb,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmp4fvech000ch26wylzjkup3,ORDER_STATUS_UPDATED,Order Confirmed,Order cmp4...kup3 has been confirmed.,,DASHBOARD,QUEUED,0,,,2026-05-13 19:15:06.988,2026-05-13 19:15:06.988
cmp4fvqli001rh26whliasnqq,cmosz5bg00059h2780xm2gaaa,cmoa452op0000h2gsqmku8ghv,cmp4fvech000ch26wylzjkup3,ORDER_PLACED,Order Placed,New order cmp4...kup3 received for Outfitters. Confirmation is handled by Broady automatically.,,DASHBOARD,QUEUED,0,,,2026-05-13 19:15:08.262,2026-05-13 19:15:08.262
cmp4fvell000th26wflxvh3lm,cmowyd0wn0000h2sg5so2qm74,,cmp4fvech000ch26wylzjkup3,ORDER_PLACED,Order Placed,Your Outfitters order cmp4...kup3 has been placed.,2026-05-13 19:19:13.603,DASHBOARD,QUEUED,0,,,2026-05-13 19:14:52.713,2026-05-13 19:19:13.608
cmp4fvil70015h26whmg1umhu,cmowyd0wn0000h2sg5so2qm74,,cmp4fvech000ch26wylzjkup3,ORDER_STATUS_UPDATED,Order Confirmed,Order cmp4...kup3 has been confirmed.,2026-05-13 19:19:13.603,DASHBOARD,QUEUED,0,,,2026-05-13 19:14:57.884,2026-05-13 19:19:13.608
